aggregation_method,outcome,outcome_type,feature_combo,n_features,features,n_samples,r,r_squared,cv_r2,rmse,auc,accuracy
volume_weighted,Elite Peak,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.29315666090231957,,,,0.6563693162096494,0.6363636363636364
volume_weighted,Elite Peak,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.32713584442374727,,,,0.681013536966331,0.6818181818181818
volume_weighted,Sustained Starter,classification,solo_epa_per_play,1,epa_per_play,110,0.2561374572209973,,,,0.6431794515793128,0.6545454545454545
volume_weighted,Sustained Starter,classification,solo_attempts,1,attempts,110,0.06410933844175895,,,,0.5595279416869143,0.6090909090909091
volume_weighted,Sustained Starter,classification,solo_big_play_rate,1,big_play_rate,110,0.2578606266278343,,,,0.6167997223186393,0.6909090909090909
volume_weighted,Sustained Starter,classification,solo_red_zone_epa,1,red_zone_epa,110,0.10143094721880384,,,,0.589378687955571,0.6
volume_weighted,Sustained Starter,classification,solo_high_leverage_epa,1,high_leverage_epa,110,0.10143094721880384,,,,0.589378687955571,0.6
volume_weighted,Sustained Starter,classification,solo_success_rate,1,success_rate,110,0.3062950255341692,,,,0.6782367233599444,0.6636363636363637
volume_weighted,Sustained Starter,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2588569636428953,,,,0.6459562651856994,0.6545454545454545
volume_weighted,Sustained Starter,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.28081823496657965,,,,0.6407497396737244,0.6636363636363637
volume_weighted,Sustained Starter,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.25576575441653066,,,,0.6407497396737244,0.6545454545454545
volume_weighted,Sustained Starter,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.2743651228044976,,,,0.6331135022561611,0.6727272727272727
volume_weighted,Sustained Starter,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.2902954841800767,,,,0.6549809094064561,0.6818181818181818
volume_weighted,Sustained Starter,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.30748047572333836,,,,0.6799722318639361,0.6545454545454545
volume_weighted,Sustained Starter,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.3390403097374043,,,,0.6837903505727179,0.7
