game_id,season,week,posteam,targets,receptions,receiver_corps_epa,receiver_corps_catch_rate,receiver_corps_yards_per_target,receiver_corps_success_rate,receiver_corps_air_epa,receiver_corps_yac_epa
2023_01_JAX_IND,2023,1,IND,39.0,24.0,-0.13939031627443102,0.6099086138937209,5.733766224649218,0.3886483957370122,0.30322787910699844,-0.4426181750992934
2023_01_JAX_IND,2023,1,JAX,32.0,24.0,-1.154462972287244,0.6291486372550329,5.873160203297933,0.48066379129886627,0.0715783666819334,-1.2260414113601048
2023_01_LA_SEA,2023,1,LA,37.0,24.0,0.3804977408477238,0.5309523854936872,7.83452388218471,0.5214285765375409,0.715995192527771,-0.3354974846089525
2023_01_LA_SEA,2023,1,SEA,24.0,16.0,0.13027601901973998,0.7142857228006635,5.942857078143528,0.6000000046832221,0.17584508870329177,-0.045569075005395074
2023_01_LV_DEN,2023,1,DEN,32.0,27.0,0.12262694944034923,0.8303030349991538,4.601515146819028,0.5530303079973568,0.08606684614311565,0.036560130390253937
2023_01_LV_DEN,2023,1,LV,26.0,20.0,-0.2390914263004171,0.7476190498897007,7.585714340209961,0.35555556416511536,0.4671474014009748,-0.70623879134655
2023_01_MIA_LAC,2023,1,LAC,31.0,23.0,0.010681867599487305,0.7333333426051669,5.908641974131267,0.49629630313979256,-0.09140679157442516,0.10208865213725302
2023_01_MIA_LAC,2023,1,MIA,44.0,28.0,0.505534271709621,0.6452381052076817,9.514880895614624,0.5035714395344257,0.5877359723672271,-0.08220168855041265
2023_01_PHI_NE,2023,1,NE,55.0,35.0,-0.13756259944703844,0.6280663874414232,5.582972632514106,0.42003367510106826,0.29164995726508397,-0.3686535151468383
2023_01_PHI_NE,2023,1,PHI,30.0,22.0,-0.08272513853652137,0.6999999965940203,4.72857141494751,0.3428571437086378,0.21194048013005937,-0.29466561334473745
2023_01_SF_PIT,2023,1,PIT,45.0,31.0,-0.27538171596825123,0.7136243383089701,4.58994706471761,0.40343915588325924,0.4839329289065467,-0.7593146761258444
2023_01_SF_PIT,2023,1,SF,28.0,19.0,0.13063174734512964,0.46904762585957843,5.091468294461568,0.356349212427934,0.44120175391435623,-0.31057000160217285
2023_01_TB_MIN,2023,1,MIN,44.0,33.0,0.2655510935001075,0.7777777835726738,8.152777820825577,0.49305555783212185,0.0008305944502353668,0.2647204967215657
2023_01_TB_MIN,2023,1,TB,32.0,21.0,0.008390604169107974,0.6791666746139526,4.616666674613953,0.3958333395421505,0.026154985185712576,-0.01776437577791512
2023_01_TEN_NO,2023,1,NO,33.0,23.0,-0.09489004739693233,0.5511904784611293,6.336904661996024,0.31309523965631214,1.0937997698783875,-1.1886898151465826
2023_01_TEN_NO,2023,1,TEN,33.0,16.0,-0.5782667547464371,0.38474621943065096,5.457482882908413,0.24803768311228072,0.662867567368916,-1.2411342907164777
2023_02_BAL_CIN,2023,2,BAL,33.0,24.0,0.3193649088498205,0.7510416656732559,6.721874952316284,0.6593750007450581,0.3596629220992327,-0.040298011153936386
2023_02_BAL_CIN,2023,2,CIN,39.0,27.0,-0.0774186197668314,0.7236111164093018,4.915277719497681,0.39444444825251895,0.06339053312937419,-0.1408091535170873
2023_02_CHI_TB,2023,2,CHI,28.0,16.0,-0.3112291345993678,0.5386904825766882,6.392857074737549,0.3482142935196559,-0.005082974831263225,-0.30614617466926575
2023_02_CHI_TB,2023,2,TB,32.0,26.0,0.24576700159481593,0.8392857142857143,7.636904784611294,0.5678571462631226,0.49589969856398447,-0.2501326671668461
2023_02_CLE_PIT,2023,2,CLE,40.0,22.0,-0.4812890626490116,0.5033333331346512,4.4,0.3283333331346512,0.6084280695766211,-1.089717161655426
2023_02_CLE_PIT,2023,2,PIT,29.0,15.0,-1.0418504010885954,0.6645833402872086,4.649999976158142,0.22708333656191826,-0.8763881344348192,-0.16546225361526012
2023_02_GB_ATL,2023,2,ATL,30.0,19.0,0.15160998702049255,0.623333340883255,7.761666774749756,0.5583333432674408,0.580399876832962,-0.42878987789154055
2023_02_GB_ATL,2023,2,GB,25.0,14.0,-0.029022769795523748,0.5370370414521959,5.162037001715766,0.48148148589664036,0.2403330761525366,-0.2693558418088489
2023_02_IND_HOU,2023,2,HOU,43.0,30.0,0.3914223429229524,0.7091710832383897,8.703879978921679,0.6058201127582126,0.5678760028547711,-0.17645367359121641
2023_02_IND_HOU,2023,2,IND,31.0,25.0,0.6984705327777192,0.9020833373069763,10.164583325386047,0.7208333350718021,-0.16824209038168192,0.8667126223444939
2023_02_KC_JAX,2023,2,JAX,41.0,23.0,0.04346449673175812,0.6360544221741813,4.806972801685333,0.5476190490382058,0.36435651566301075,-0.320892014673778
2023_02_KC_JAX,2023,2,KC,40.0,29.0,0.028679306774089735,0.7467592631777128,6.940740744272868,0.37268519029021263,-0.14985722924272218,0.17853657652934393
2023_02_LAC_TEN,2023,2,LAC,40.0,27.0,0.4405340448021889,0.6015384674072266,7.325128269195557,0.6005128264427185,0.8384764542182287,-0.4659941891829173
2023_02_LAC_TEN,2023,2,TEN,24.0,20.0,0.6362086720764637,0.7875000014901161,12.479166626930237,0.5125000029802322,0.5879072230309248,0.048301465809345245
2023_02_LV_BUF,2023,2,BUF,36.0,31.0,0.4684925145573086,0.8841269877221849,6.730158792601691,0.5682539741198221,0.013541391326321496,0.45495115634467864
2023_02_LV_BUF,2023,2,LV,23.0,16.0,-0.20115465112030506,0.6145833320915699,6.95833332836628,0.4531250037252903,0.7114057969301939,-0.9125605104491115
2023_02_MIA_NE,2023,2,MIA,29.0,21.0,0.36544599301285213,0.7654321061240302,8.012345578935411,0.6543209950129191,0.2845026979015933,0.080943264067173
2023_02_MIA_NE,2023,2,NE,42.0,31.0,-0.306089386343956,0.7147817425429821,5.159474164247513,0.4925595298409462,-0.03478316031396389,-0.27130623045377433
2023_02_MIN_PHI,2023,2,MIN,43.0,31.0,0.3190222957304546,0.7125457951000759,7.316300307001386,0.3881868187870298,0.26975394998277935,0.04926835745573044
2023_02_MIN_PHI,2023,2,PHI,22.0,18.0,0.24264248758554458,0.8647619128227234,8.23523826599121,0.35047619938850405,0.17115048170089722,0.07149201333522796
2023_02_NO_CAR,2023,2,CAR,32.0,22.0,0.10848392049471538,0.7791666686534882,6.319444467624028,0.5527777895331383,0.1949291837712129,-0.09996798882881801
2023_02_NO_CAR,2023,2,NO,34.0,22.0,0.04835069738328457,0.5612373799085617,5.439078330993652,0.442234855145216,0.14524171501398087,-0.09689103160053492
2023_02_NYG_ARI,2023,2,ARI,29.0,21.0,0.41517979744821787,0.7520833387970924,8.529166638851166,0.5447916686534882,0.14506416954100132,0.270115633495152
2023_02_NYG_ARI,2023,2,NYG,35.0,26.0,0.5625775275485856,0.7962585091590881,11.996598584311348,0.6899659931659698,0.690867369728429,-0.12828983472926275
2023_02_NYJ_DAL,2023,2,DAL,37.0,31.0,0.3727461513545778,0.8579059839248657,6.300925943586561,0.6139601171016693,-0.07419450746642219,0.44694068365626866
2023_02_NYJ_DAL,2023,2,NYJ,25.0,12.0,-0.7927966692950577,0.5104166641831398,4.619791626930237,0.3645833358168602,0.15239057131111622,-0.9451871961355209
2023_02_SEA_DET,2023,2,DET,34.0,28.0,0.21805653721094131,0.8710317462682724,7.842261850833893,0.568452388048172,0.11675608716905117,0.10130047332495451
2023_02_SEA_DET,2023,2,SEA,37.0,32.0,0.4937788744767507,0.8666666679912143,8.766666730244955,0.633333338631524,-0.03712171812852224,0.5309006066785918
2023_02_SF_LA,2023,2,LA,52.0,34.0,-0.0635500316108976,0.6866213210991451,5.524263024330139,0.4253968298435211,0.059764082942690165,-0.12331415127430644
2023_02_SF_LA,2023,2,SF,24.0,17.0,0.3307385340332985,0.7666666746139527,9.5,0.6777777910232544,0.6115631222724914,-0.28082454204559326
2023_02_WAS_DEN,2023,2,DEN,28.0,18.0,0.8886832896387205,0.6010416746139526,12.927083313465118,0.49791667237877846,0.596497887512669,0.30596503615379333
2023_02_WAS_DEN,2023,2,WAS,34.0,27.0,0.5561606548726559,0.8366666734218597,8.776666688919068,0.5633333429694176,-0.040125918388366696,0.5962865750014317
2023_03_ATL_DET,2023,3,ATL,38.0,21.0,0.2590001127682626,0.6371527872979641,6.907986044883728,0.5243055578321218,0.4849622305482626,-0.22596213966608047
2023_03_ATL_DET,2023,3,DET,31.0,22.0,0.058810720685869455,0.6609848588705063,6.575757622718811,0.36174242198467255,0.10916831530630589,-0.05035760439932346
2023_03_BUF_WAS,2023,3,BUF,32.0,20.0,0.22180695748991436,0.694444454378552,5.537037028206719,0.5185185240374671,0.23989096780618033,-0.018084018180767696
2023_03_BUF_WAS,2023,3,WAS,29.0,19.0,-0.8740562285695758,0.5959183744021824,5.426190495491028,0.40272108784743715,0.5222821267587798,-1.3963383005133696
2023_03_CAR_SEA,2023,3,CAR,57.0,34.0,0.03511284291744232,0.682990625500679,5.7605880200862885,0.3707251101732254,0.09715549051761627,-0.0620426669716835
2023_03_CAR_SEA,2023,3,SEA,36.0,23.0,0.048999404741658106,0.6675925950209299,6.549999899334377,0.5148148172431521,0.0908507721291648,-0.05817457122935189
2023_03_CHI_KC,2023,3,CHI,20.0,11.0,-0.8461321932928902,0.5833333347524915,4.440476213182722,0.4166666695049831,1.2361832346235002,-2.082315355539322
2023_03_CHI_KC,2023,3,KC,37.0,27.0,0.2871885584159331,0.6899350719018416,6.974567153237083,0.4816017367623069,0.2627694471315904,0.024419137361374767
2023_03_DAL_ARI,2023,3,ARI,22.0,17.0,0.30349864278520855,0.8988095266478402,10.565476196152824,0.49404762046677725,-0.3767807824271066,0.7136983488287244
2023_03_DAL_ARI,2023,3,DAL,37.0,25.0,-0.01646382278866238,0.7142857213815054,5.8888889319366875,0.3915343979994456,-0.07838922904597388,0.061925443872395486
2023_03_DEN_MIA,2023,3,DEN,36.0,23.0,-0.23590789404180315,0.5601731737454733,6.901202466752794,0.43992305133077836,0.5907640357812246,-0.8266719414128197
2023_03_DEN_MIA,2023,3,MIA,28.0,25.0,1.5638191737234592,0.8522727265954018,17.85551941394806,0.7739448100328445,0.7714662179350853,0.7923529483377934
2023_03_HOU_JAX,2023,3,HOU,29.0,20.0,0.23542705468005604,0.6904761956797706,7.2275130483839245,0.523809529013104,0.19268328613705105,0.042743776795557804
2023_03_HOU_JAX,2023,3,JAX,40.0,29.0,-0.13030643276870252,0.7236904829740525,5.7055952787399296,0.4286904811859131,-0.16889833956956862,0.038591907173395154
2023_03_IND_BAL,2023,3,BAL,30.0,22.0,-0.08430294273421168,0.6375000067055225,6.922916650772095,0.5145833417773247,0.2783580385148525,-0.3626609742641449
2023_03_IND_BAL,2023,3,IND,42.0,27.0,-0.07095779478549957,0.6350108273327351,4.788690447807312,0.3603896126151085,0.11914145294576883,-0.19009924307465553
2023_03_LAC_MIN,2023,3,LAC,48.0,41.0,0.3128907675854862,0.8766369074583054,6.704613119363785,0.46071428805589676,-0.019166849553585052,0.3320575999096036
2023_03_LAC_MIN,2023,3,MIN,48.0,32.0,0.2294154299630059,0.7292614877223969,6.402652899424235,0.528323534462187,0.475179689625899,-0.24576426380210453
2023_03_LA_CIN,2023,3,CIN,46.0,26.0,-0.26997289061546326,0.5302469200558133,4.410185151629978,0.27314815256330705,-0.325066386618548,0.05509347137477663
2023_03_LA_CIN,2023,3,LA,32.0,18.0,-0.04703941692908605,0.6296296368042628,8.705290873845419,0.41111112137635547,0.3338810404141744,-0.38092047969500226
2023_03_NE_NYJ,2023,3,NE,27.0,15.0,0.5210269695768753,0.642592598994573,9.650000002649096,0.4444444510671828,0.8276554279857211,-0.3066284888320499
2023_03_NE_NYJ,2023,3,NYJ,28.0,18.0,-0.06557157170027494,0.7194444537162781,5.562500029802322,0.43333333916962147,-0.23461498320102692,0.1690433993935585
2023_03_NO_GB,2023,3,GB,44.0,22.0,-0.06265520164743066,0.501488097012043,5.057291686534882,0.4598214328289032,1.0065925307571888,-1.1229274421930313
2023_03_NO_GB,2023,3,NO,34.0,23.0,0.09882721304893494,0.6548821594980028,4.473344484965007,0.4511784546905094,0.5843903875599304,-0.4855631763736407
2023_03_NYG_SF,2023,3,NYG,32.0,22.0,-0.013620662968605757,0.6744047664105892,4.382142823189497,0.4327381011098623,0.13461238145828247,-0.14823304419405758
2023_03_NYG_SF,2023,3,SF,34.0,25.0,0.7206846922636032,0.8240740795930227,8.424999982118607,0.5916666736205419,0.16069134573141733,0.5599932732681433
2023_03_PHI_TB,2023,3,PHI,35.0,23.0,-0.07577769032546453,0.6176870805876595,7.092517035348075,0.5482993296214512,0.597298371472529,-0.6730760293347495
2023_03_PHI_TB,2023,3,TB,26.0,15.0,0.15215607111652693,0.6666666666666666,6.138888915379842,0.5972222288449606,0.6295824448267618,-0.5023752550284067
2023_03_PIT_LV,2023,3,LV,45.0,28.0,-0.3314485800053392,0.6428571428571429,7.016666752951486,0.3976190515926906,0.24010637828281947,-0.9560564926692418
2023_03_PIT_LV,2023,3,PIT,27.0,16.0,0.1133555897644588,0.5000000042574746,6.642857142857143,0.36904762259551455,0.49137299827166964,-0.37801737018993925
2023_03_TEN_CLE,2023,3,CLE,31.0,27.0,0.43936608483393985,0.8263888955116272,9.254629691441854,0.5879629701375961,0.07673330434287588,0.36263280858596164
2023_03_TEN_CLE,2023,3,TEN,24.0,13.0,-0.12999120950698853,0.602380958199501,4.771428644657135,0.30238095819950106,0.4343477487564087,-0.5643389537930489
2023_04_ARI_SF,2023,4,ARI,41.0,28.0,-0.09575201570987701,0.5888888902134366,4.500793668958876,0.39126984278361004,0.12125549548202091,-0.21700748635662925
2023_04_ARI_SF,2023,4,SF,21.0,20.0,1.1061315294355154,0.984375,10.817708253860474,0.859375,0.5648035649210215,0.5413279648637399
2023_04_ATL_JAX,2023,4,ATL,30.0,19.0,-0.30190630443394184,0.5535714291036129,4.872916638851166,0.39523809403181076,0.1783069297671318,-0.4802131671458483
2023_04_ATL_JAX,2023,4,JAX,30.0,23.0,0.17991687570299422,0.7916666695049831,6.148809501102993,0.4404761918953487,0.19117963207619532,-0.0112627489226205
2023_04_BAL_CLE,2023,4,BAL,18.0,15.0,0.7287274939673287,0.8452380980764117,10.476190477609634,0.6261904793126243,0.22864354508263723,0.500083931854793
2023_04_BAL_CLE,2023,4,CLE,34.0,19.0,-0.5893119855059518,0.6044973548915651,2.869047654999627,0.2949735505713357,0.3997729884253608,-0.9890850070450041
2023_04_CIN_TEN,2023,4,CIN,27.0,20.0,0.14829027156035104,0.8721340431107415,6.063932922151354,0.6340388026502397,-0.165000029736095,0.3132903062634998
2023_04_CIN_TEN,2023,4,TEN,26.0,19.0,0.403556564822793,0.6979166679084301,8.979166746139526,0.5520833358168602,1.0160257713869214,-0.6124692112207413
2023_04_DEN_CHI,2023,4,CHI,32.0,28.0,0.578143173828721,0.9333333373069763,10.068749994039536,0.6506944485008717,0.09029866009950638,0.48784452956169844
2023_04_DEN_CHI,2023,4,DEN,26.0,21.0,0.7244050638242201,0.8363636406985197,8.49696969985962,0.6363636390729384,0.06509434093128551,0.6593107581138611
2023_04_DET_GB,2023,4,DET,27.0,19.0,0.027561117495809282,0.6877551078796387,5.842857122421265,0.4387755159820829,-0.19832279426710947,0.22588387663875306
2023_04_DET_GB,2023,4,GB,35.0,23.0,-0.21048472300171853,0.6192307710647583,6.77243595123291,0.3705128252506256,0.3282292068004608,-0.55037996545434
2023_04_KC_NYJ,2023,4,KC,29.0,18.0,-0.06903980448842048,0.610000005364418,5.873333263397217,0.45666667222976687,0.40590301565825937,-0.4749428227543831
2023_04_KC_NYJ,2023,4,NYJ,39.0,28.0,0.2049239753629081,0.8226190507411957,6.353571510314941,0.42976190596818925,0.171600279211998,0.033323684707283974
2023_04_LA_IND,2023,4,IND,26.0,11.0,0.7662987224757671,0.4770833384245634,10.829166650772095,0.5187500044703484,0.7960988655686378,-0.1636848202906549
2023_04_LA_IND,2023,4,LA,39.0,27.0,0.360792090850217,0.7966811018330711,7.493073565619333,0.5421356494937625,0.2601370300565447,0.10065507463046483
2023_04_LV_LAC,2023,4,LAC,24.0,13.0,-0.04819736012723297,0.5385416708886623,5.253125011920929,0.26354166865348816,0.7973620891571045,-0.8455594927072525
2023_04_LV_LAC,2023,4,LV,38.0,24.0,0.041318772094590325,0.620379626750946,6.126123905181885,0.5119880182402474,0.12596233827727182,-0.08464357256889343
2023_04_MIA_BUF,2023,4,BUF,25.0,21.0,0.8587265345785353,0.8137566182348464,13.986243406931559,0.7582010626792908,0.4967804551124573,0.3619460788451963
2023_04_MIA_BUF,2023,4,MIA,35.0,25.0,-0.218931516011556,0.666666673289405,8.698148118125069,0.4870370460881127,0.42376449931826854,-0.6148372400138113
2023_04_MIN_CAR,2023,4,CAR,31.0,25.0,0.13914083095733076,0.7218750007450581,6.137499958276749,0.4947916716337204,-0.18314196355640888,0.322282787412405
2023_04_MIN_CAR,2023,4,MIN,18.0,12.0,-1.6800798997282982,0.6388888955116272,5.657407442728679,0.3888888955116272,0.21263208985328674,-1.8927120435982943
2023_04_NE_DAL,2023,4,DAL,37.0,30.0,0.4191065914928913,0.7727272727272727,6.030303044752642,0.6233766268600117,-0.053508220985531804,0.4092254891991615
2023_04_NE_DAL,2023,4,NE,29.0,16.0,-0.28498947620391846,0.562500013038516,7.197916626930237,0.37083334289491177,0.5794242192059755,-0.8644136730581522
2023_04_PIT_HOU,2023,4,HOU,27.0,17.0,0.07884952682070434,0.5763888917863369,9.729166626930237,0.5763888917863369,0.521601002663374,-0.44275144301354885
2023_04_PIT_HOU,2023,4,PIT,27.0,18.0,-0.022099499191556658,0.6826530652386802,6.3506803171975275,0.4074829965829849,0.25100164328302654,-0.2731012063367026
2023_04_SEA_NYG,2023,4,NYG,32.0,27.0,-0.25176140666007996,0.8727272748947144,5.812121217901057,0.4787878841161728,-0.4296022125265815,0.17784082483161578
2023_04_SEA_NYG,2023,4,SEA,26.0,15.0,-0.39919542893767357,0.5250000029802322,6.083333331346512,0.3750000029802322,-0.22620804607868195,-0.17298739925026893
2023_04_TB_NO,2023,4,NO,38.0,24.0,-0.4023044237110298,0.5863095242530107,3.883928559720516,0.1726190522313118,0.17323381453752518,-0.5755382785573602
2023_04_TB_NO,2023,4,TB,31.0,25.0,0.2780882306396961,0.8721590936183929,6.628787815570831,0.4232954569160938,-0.10206403210759163,0.4192123431712389
2023_04_WAS_PHI,2023,4,PHI,34.0,25.0,0.4180411050717036,0.7450142502784729,7.188034216562907,0.5701567033926646,0.3391806185245514,0.07886049151420593
2023_04_WAS_PHI,2023,4,WAS,39.0,29.0,0.4810904297563765,0.809567905134625,8.015740818447536,0.5876543240414726,0.5762274414300919,-0.09513697938786612
2023_05_BAL_PIT,2023,5,BAL,38.0,22.0,-0.294854821903365,0.5268398353031704,5.014718634741647,0.3924242470945631,0.8436349970953805,-1.1384898338999068
2023_05_BAL_PIT,2023,5,PIT,32.0,18.0,-0.06357594486325979,0.48819445073604584,4.746527791023254,0.26250000670552254,0.22637896612286568,-0.2556002549827099
2023_05_CAR_DET,2023,5,CAR,35.0,25.0,-0.16831955593079329,0.6325549483299255,5.510989010334015,0.5009157583117485,0.13293475471436977,-0.3012542575597763
2023_05_CAR_DET,2023,5,DET,27.0,20.0,0.4524138495326042,0.8187500052154064,8.785416655242443,0.6520833373069763,-0.1736356969922781,0.626049542799592
2023_05_CHI_WAS,2023,5,CHI,25.0,15.0,0.10708159705003102,0.46666666865348816,6.066666603088379,0.3000000019868215,0.5716618075966835,-0.4645802304148674
2023_05_CHI_WAS,2023,5,WAS,48.0,37.0,-0.06750598888505589,0.7795749767260118,8.06082255190069,0.5243014611981132,0.16984763876958328,-0.23735363916917282
2023_05_CIN_ARI,2023,5,ARI,30.0,15.0,-0.7427430441603065,0.5000000074505806,5.4333332777023315,0.40625000558793545,0.5394570231437683,-1.2822000682353973
2023_05_CIN_ARI,2023,5,CIN,44.0,36.0,0.02730504742690495,0.8495166557175773,4.775241647447858,0.530128904751369,-0.040013569806303294,0.06731861404010228
2023_05_DAL_SF,2023,5,DAL,26.0,16.0,-0.027270527349578008,0.5833333366447024,6.431481467352973,0.35370370745658875,0.7245123651292589,-0.7517828850282563
2023_05_DAL_SF,2023,5,SF,25.0,18.0,0.5071842281354798,0.6653439203898112,8.763227568732368,0.5542328092787001,0.3157251212331984,0.1914591391881307
2023_05_GB_LV,2023,5,GB,29.0,16.0,-0.06162738179167112,0.603968256049686,7.1507936583624945,0.5500000036425061,0.2679651098118888,-0.3295924829112159
2023_05_GB_LV,2023,5,LV,29.0,22.0,0.18147081716193092,0.6518518527348837,6.194444444444445,0.5074074086215761,-0.14424867928028107,0.32571949892573887
2023_05_HOU_ATL,2023,5,ATL,39.0,29.0,0.7212170227007433,0.8327430161562833,10.877016934481533,0.7754165069623427,-0.006096143614162098,0.6397172673182054
2023_05_HOU_ATL,2023,5,HOU,32.0,20.0,0.37743326276540756,0.691666666418314,10.22916665673256,0.5902777779847383,0.30895252525806427,0.0684807263314724
2023_05_JAX_BUF,2023,5,BUF,37.0,27.0,0.372000084982978,0.8030303054385715,9.175925917095608,0.5799663298659854,0.3041300262427992,0.18955145279566446
2023_05_JAX_BUF,2023,5,JAX,37.0,25.0,0.3173477053642273,0.5656250044703484,7.337500035762787,0.5343750044703484,0.6614164561033249,-0.34406876377761364
2023_05_KC_MIN,2023,5,KC,39.0,31.0,0.4099331356585026,0.787575763463974,7.969090843200684,0.5645454615354538,0.27016196623444555,0.13977115750312805
2023_05_KC_MIN,2023,5,MIN,46.0,29.0,-0.13117142766714096,0.686728404627906,6.381172815958659,0.4305555621782939,0.03432535628477732,-0.16549676491154564
2023_05_NO_NE,2023,5,NE,31.0,15.0,-0.8782268919878535,0.43333333399560714,4.094444486829969,0.21111111177338493,0.6395345230897268,-1.5177614192167919
2023_05_NO_NE,2023,5,NO,25.0,18.0,0.1478755838341183,0.7746031781037649,5.844708972507053,0.39497354957792496,0.032810204558902316,0.11506538920932347
2023_05_NYG_MIA,2023,5,MIA,28.0,22.0,0.18618558471401533,0.8981481492519379,10.60185178120931,0.6981481512387594,-0.33052091486752033,0.5167064865430196
2023_05_NYG_MIA,2023,5,NYG,30.0,23.0,0.2718039287461175,0.8400673402680291,6.45202022128635,0.5521885520882077,-0.05828956142067909,0.33009349389208686
2023_05_NYJ_DEN,2023,5,DEN,27.0,20.0,-0.0077778007835149765,0.6925595290958881,6.190773844718933,0.42648810148239136,-0.2515512127429247,0.2437734128907323
2023_05_NYJ_DEN,2023,5,NYJ,26.0,19.0,-0.290833430364728,0.747321430593729,5.962202310562134,0.36815476790070534,-0.40434205159544945,0.11350864730775356
2023_05_PHI_LA,2023,5,LA,34.0,21.0,-0.0012384379903475444,0.5616161674261093,4.459090828895569,0.41893939673900604,0.13329870998859406,-0.1345371330777804
2023_05_PHI_LA,2023,5,PHI,34.0,25.0,0.10945166381342071,0.7150793692895344,6.463095273290362,0.5007936507463455,0.23475525634629385,-0.1253036026443754
2023_05_TEN_IND,2023,5,IND,24.0,20.0,0.7066841733176261,0.8601190522313118,11.199404656887054,0.6190476194024086,0.30003318283706903,0.4066509883850813
2023_05_TEN_IND,2023,5,TEN,34.0,23.0,0.2312449375167489,0.6770202107727528,7.590909153223038,0.5020202081650496,0.6511270361952484,-0.419882093090564
2023_06_ARI_LA,2023,6,ARI,38.0,21.0,-0.09483933225274085,0.5885064989328385,5.917662286758423,0.40032468140125277,0.7785088311880827,-0.8733481843955815
2023_06_ARI_LA,2023,6,LA,21.0,15.0,0.43245896995067595,0.803174614906311,12.031746053695679,0.5079365134239197,0.3215942993760109,0.1108646497130394
2023_06_BAL_TEN,2023,6,BAL,29.0,21.0,0.26435757242143154,0.7812500074505806,7.447916626930237,0.4791666716337204,0.021603718400001526,0.2427538400515914
2023_06_BAL_TEN,2023,6,TEN,20.0,12.0,0.3660007379949093,0.743750000372529,11.34375,0.618750000372529,0.20012114942073822,0.16587958484888077
2023_06_CAR_MIA,2023,6,CAR,35.0,24.0,-0.35082413918442196,0.7051282094584571,5.44586902194553,0.26210826800929177,0.19975368347432879,-0.5505778011348512
2023_06_CAR_MIA,2023,6,MIA,30.0,21.0,0.2413964420557022,0.6629629731178284,6.638888716697693,0.50370371590058,0.15138018131256104,0.09001622023060918
2023_06_DAL_LAC,2023,6,DAL,30.0,21.0,0.6283878137667974,0.6928571462631226,9.090476115544638,0.5630952393015226,0.400758554538091,0.2276292803386847
2023_06_DAL_LAC,2023,6,LAC,37.0,22.0,-0.07562132889870554,0.5801407024264336,5.333170980215073,0.3771103974431753,0.14533871412277222,-0.2209601067006588
2023_06_DEN_KC,2023,6,DEN,22.0,13.0,-0.9721049722284079,0.5333333387970924,3.495833307504654,0.23333333618938923,-0.38228204660117626,-0.5898229237645864
2023_06_DEN_KC,2023,6,KC,39.0,30.0,0.017497095093131066,0.6600000023841858,6.205555534362793,0.528888888657093,0.3442974120378494,-0.326800274848938
